topic_id,title,angle,content_pillar,audience_pain,channel_priority,status,created_at,strategy_cycle_id
proposed-2026-09-02-19,The Path to Inner Clarity,Steps to achieve clarity in your internal world,Navigating Internal Landscapes,Lack of clarity causing internal conflict,All,proposed,2026-09-02,CL-2026-09-cycle-02
proposed-2026-09-02-20,Simplifying the Mind's Complexity,Approaches to simplify the mind's complex nature,Simplifying Complexity,Mental complexity causing stress,Threads,proposed,2026-09-02,CL-2026-09-cycle-02
proposed-2026-09-02-21,Aligning Inner Clarity with Outer Actions,Ensuring your actions reflect your inner clarity,Aligning Actions with Self,Actions not reflecting internal clarity,Instagram,proposed,2026-09-02,CL-2026-09-cycle-02
proposed-2026-09-02-22,Internal Navigation: A Guide to Self-Awareness,Developing self-awareness for better internal navigation,Navigating Internal Landscapes,Lack of self-awareness leading to confusion,Wix,proposed,2026-09-02,CL-2026-09-cycle-02
proposed-2026-09-02-23,Simplifying Emotional Overwhelm,Techniques to manage and simplify overwhelming emotions,Simplifying Complexity,Emotional overwhelm leading to stress,All,proposed,2026-09-02,CL-2026-09-cycle-02
proposed-2026-09-02-24,Translating Clarity into Action: A Practical Guide,Turning clarity into actionable steps,Aligning Actions with Self,Difficulty translating clarity into action,Threads,proposed,2026-09-02,CL-2026-09-cycle-02
proposed-2026-09-02-25,The Inner Journey: Tools for Self-Understanding,Essential tools for navigating your inner journey,Navigating Internal Landscapes,Struggle with self-understanding,All,proposed,2026-09-02,CL-2026-09-cycle-02
proposed-2026-09-02-26,Decoding Your Mind's Complexity,Understanding and simplifying the mind's complex nature,Simplifying Complexity,Complexity causing mental fatigue,Instagram,proposed,2026-09-02,CL-2026-09-cycle-02
proposed-2026-09-02-27,Authentic Living: Aligning Actions with Inner Clarity,How to live authentically by aligning actions with clarity,Aligning Actions with Self,Inauthentic living causing dissatisfaction,Wix,proposed,2026-09-02,CL-2026-09-cycle-02
proposed-2026-09-02-28,Navigating Your Inner World: A Practical Approach,Practical methods for navigating your inner world,Navigating Internal Landscapes,Internal confusion causing distress,All,proposed,2026-09-02,CL-2026-09-cycle-02
proposed-2026-09-02-29,Simplifying Mental Complexity: A Step-by-Step Guide,Step-by-step guide to simplifying mental complexity,Simplifying Complexity,Mental complexity causing stress,Threads,proposed,2026-09-02,CL-2026-09-cycle-02
proposed-2026-09-02-30,Actioning Clarity: Living in Alignment with Your True Self,Guidance on living in alignment with your true self,Aligning Actions with Self,Misalignment between clarity and actions,Instagram,proposed,2026-09-02,CL-2026-09-cycle-02
